,SubjectID,StimulusType,response,RT
0,9001,1,1,369
1,9001,1,1,532
2,9001,1,1,154
3,9001,0,1,151
4,9001,1,1,418
5,9001,1,1,185
6,9001,1,1,451
7,9001,1,1,402
8,9001,1,1,202
9,9001,1,1,353
10,9001,1,1,381
11,9001,0,1,236
12,9001,1,1,251
13,9001,1,1,204
14,9001,0,1,150
15,9001,1,1,613
16,9001,1,1,671
17,9001,1,1,219
18,9001,0,1,215
19,9001,1,1,985
20,9001,1,0,0
21,9001,1,1,401
22,9001,1,1,454
23,9001,1,1,241
24,9001,1,1,204
25,9001,1,1,352
26,9001,1,1,370
27,9001,1,1,314
28,9001,1,1,268
29,9001,1,1,250
30,9001,1,1,234
31,9001,0,1,220
32,9001,1,1,717
33,9001,1,0,0
34,9001,1,0,0
35,9001,1,0,0
36,9001,0,0,0
37,9001,0,0,0
38,9001,1,0,0
39,9001,1,0,0
40,9001,1,0,0
41,9001,1,0,0
42,9001,1,0,0
43,9001,1,0,0
44,9001,1,0,0
45,9001,1,0,0
46,9001,0,0,0
47,9001,1,0,0
48,9001,0,0,0
49,9001,1,0,0
50,9001,1,0,0
51,9001,1,0,0
52,9001,0,0,0
53,9001,1,0,0
54,9001,1,0,0
55,9001,1,0,0
56,9001,1,0,0
57,9001,0,1,218
58,9001,1,1,521
59,9001,1,1,397
60,9001,0,1,184
61,9001,1,1,598
62,9001,0,1,170
63,9001,1,1,320
64,9001,1,1,568
65,9001,1,1,333
66,9001,1,0,0
67,9001,0,0,0
68,9001,1,0,0
69,9001,0,0,0
70,9001,1,0,0
71,9001,1,0,0
72,9001,1,0,0
73,9001,1,0,0
74,9001,1,0,0
75,9001,0,0,0
76,9001,1,0,0
77,9001,1,0,0
78,9001,1,0,0
79,9001,1,0,0
80,9001,1,0,0
81,9001,1,0,0
82,9001,1,0,0
83,9001,1,0,0
84,9001,1,0,0
85,9001,1,0,0
86,9001,0,0,0
87,9001,1,0,0
88,9001,0,0,0
89,9001,1,0,0
90,9001,0,0,0
91,9001,1,0,0
92,9001,1,0,0
93,9001,1,0,0
94,9001,1,0,0
95,9001,1,0,0
96,9001,1,0,0
97,9001,1,0,0
98,9001,1,0,0
99,9001,0,0,0
100,9002,1,1,781
101,9002,0,0,0
102,9002,1,1,339
103,9002,1,1,373
104,9002,0,0,0
105,9002,0,0,0
106,9002,1,1,323
107,9002,1,1,407
108,9002,1,1,356
109,9002,0,0,0
110,9002,1,1,305
111,9002,1,1,407
112,9002,1,1,357
113,9002,1,1,356
114,9002,0,0,0
115,9002,1,1,306
116,9002,0,0,0
117,9002,1,1,322
118,9002,1,1,477
119,9002,1,1,357
120,9002,0,0,0
121,9002,1,1,406
122,9002,1,1,408
123,9002,1,1,390
124,9002,1,1,424
125,9002,0,1,354
126,9002,1,1,339
127,9002,1,1,340
128,9002,1,1,339
129,9002,0,0,0
130,9002,1,1,322
131,9002,1,1,374
132,9002,1,1,322
133,9002,1,1,340
134,9002,1,1,339
135,9002,1,1,322
136,9002,1,1,324
137,9002,1,1,306
138,9002,0,0,0
139,9002,1,1,339
140,9002,0,0,0
141,9002,1,1,339
142,9002,0,0,0
143,9002,1,1,323
144,9002,1,1,374
145,9002,1,1,305
146,9002,1,1,305
147,9002,1,1,373
148,9002,1,1,509
149,9002,1,1,340
150,9002,1,1,356
151,9002,1,1,356
152,9002,1,1,357
153,9002,1,1,424
154,9002,1,1,391
155,9002,1,1,358
156,9002,1,1,358
157,9002,1,1,407
158,9002,0,0,0
159,9002,1,1,391
160,9002,0,0,0
161,9002,1,1,321
162,9002,1,1,355
