SubjectID,StimulusType,response,RT
9014,0,0,0
9014,1,1,355
9014,1,1,423
9014,1,1,322
9014,1,1,321
9014,0,0,0
9014,1,1,356
9014,1,1,339
9014,1,1,339
9014,1,1,356
9014,1,1,407
9014,1,1,356
9014,1,1,373
9014,1,1,305
9014,1,1,305
9014,0,0,0
9014,1,1,304
9014,0,0,0
9014,0,0,0
9014,1,1,391
9014,1,1,340
9014,1,1,357
9014,1,1,374
9014,1,1,339
9014,1,1,356
9014,1,1,305
9014,1,1,322
9014,1,1,340
9014,1,1,374
9014,1,1,323
9014,0,0,0
9014,1,1,390
9014,1,1,373
9014,0,0,0
9014,1,1,323
9014,1,1,289
9014,0,0,0
9014,1,1,288
9014,1,1,340
9014,0,0,0
9014,1,1,306
9014,1,1,271
9014,1,1,356
9014,1,1,289
9014,1,1,339
9014,1,1,290
9014,1,1,272
9014,1,1,290
9014,1,1,289
9014,1,1,272
9014,0,0,0
9014,1,1,340
9014,1,1,306
9014,1,1,305
9014,1,1,272
9014,1,1,288
9014,0,0,0
9014,1,1,306
9014,1,1,340
9014,1,1,272
9014,1,1,358
9014,0,0,0
9014,1,1,271
9014,1,1,357
9014,1,1,272
9014,1,1,305
9014,0,0,0
9014,0,1,289
9014,1,1,310
9014,1,1,323
9014,0,0,0
9014,1,1,322
9014,1,1,306
9014,1,1,305
9014,1,1,305
9014,0,0,0
9014,1,1,357
9014,0,0,0
9014,1,1,390
9014,1,1,340
9014,1,1,323
9014,1,1,323
9014,1,1,323
9014,1,1,306
9014,1,1,323
9014,1,1,340
9014,1,1,322
9014,1,1,323
9014,0,0,0
9014,1,1,340
9014,1,1,323
9014,1,1,323
9014,1,1,340
9014,0,0,0
9014,0,0,0
9014,1,1,409
9014,1,1,339
9014,1,1,340
9014,1,1,322
9014,1,1,338
