SubjectID,StimulusType,response,RT
9005,1,1,1019
9005,1,1,425
9005,1,1,375
9005,1,1,476
9005,1,1,425
9005,1,1,373
9005,1,1,306
9005,0,0,0
9005,1,1,306
9005,1,1,375
9005,1,1,393
9005,1,1,358
9005,0,0,0
9005,1,1,357
9005,1,1,341
9005,1,1,358
9005,0,0,0
9005,1,1,307
9005,0,0,0
9005,0,0,0
9005,0,0,0
9005,1,1,406
9005,1,1,356
9005,1,1,356
9005,1,1,322
9005,1,1,339
9005,0,0,0
9005,1,1,324
9005,1,1,373
9005,1,1,358
9005,1,1,358
9005,0,0,0
9005,1,1,340
9005,1,1,408
9005,0,0,0
9005,1,1,323
9005,0,0,0
9005,1,1,324
9005,1,1,374
9005,1,1,374
9005,1,1,373
9005,1,1,358
9005,1,1,374
9005,1,1,374
9005,1,1,341
9005,1,1,357
9005,1,1,340
9005,1,1,359
9005,1,1,409
9005,0,0,0
9005,1,1,373
9005,1,1,374
9005,0,0,0
9005,1,1,324
9005,1,1,390
9005,1,1,357
9005,1,1,373
9005,1,1,358
9005,1,1,340
9005,1,1,373
9005,1,1,358
9005,1,1,358
9005,1,1,324
9005,0,0,0
9005,0,0,0
9005,1,1,358
9005,0,0,0
9005,1,1,290
9005,1,1,374
9005,1,1,306
9005,1,1,494
9005,1,1,341
9005,0,0,0
9005,0,0,0
9005,1,1,461
9005,1,0,0
9005,1,1,374
9005,1,1,374
9005,0,0,0
9005,1,1,408
9005,0,0,0
9005,1,1,340
9005,1,1,408
9005,0,0,0
9005,1,1,308
9005,1,1,629
9005,1,1,357
9005,1,1,374
9005,1,1,356
9005,1,1,646
9005,1,1,289
9005,1,1,307
9005,1,1,306
9005,1,1,289
9005,1,1,273
9005,1,1,274
9005,1,1,255
9005,1,1,272
9005,1,1,271
9005,1,1,340
