SubjectID,StimulusType,response,RT
8007,1,1,448
8007,1,1,416
8007,1,1,337
8007,1,1,304
8007,0,0,0
8007,1,1,368
8007,1,1,416
8007,1,1,288
8007,1,1,320
8007,1,1,353
8007,0,0,0
8007,1,1,384
8007,1,1,384
8007,1,1,416
8007,0,0,0
8007,1,1,289
8007,1,1,368
8007,1,1,337
8007,1,1,320
8007,1,1,416
8007,1,1,304
8007,0,0,0
8007,1,1,320
8007,1,1,368
8007,0,0,0
8007,1,1,320
8007,1,1,384
8007,0,0,0
8007,1,1,339
8007,1,1,400
8007,0,1,321
8007,0,0,0
8007,1,1,449
8007,1,1,400
8007,0,0,0
8007,0,0,0
8007,0,0,0
8007,1,1,368
8007,1,1,432
8007,0,0,0
8007,1,1,400
8007,1,1,512
8007,1,1,400
8007,1,1,336
8007,1,1,336
8007,1,1,370
8007,0,0,0
8007,1,1,336
8007,1,1,353
8007,1,1,400
8007,1,1,320
8007,0,0,0
8007,1,1,339
8007,1,1,400
8007,1,1,352
8007,1,1,400
8007,1,1,336
8007,0,0,0
8007,1,1,320
8007,1,1,352
8007,0,0,0
8007,1,1,304
8007,1,1,368
8007,1,1,288
8007,0,1,288
8007,0,0,0
8007,1,1,384
8007,1,1,384
8007,0,0,0
8007,1,1,384
8007,1,1,368
8007,1,1,368
8007,1,1,384
8007,1,1,353
8007,1,1,336
8007,1,1,321
8007,1,1,368
8007,1,1,337
8007,1,1,320
8007,1,1,304
8007,1,1,353
8007,1,1,305
8007,0,0,0
8007,1,1,369
8007,1,1,352
8007,1,1,336
8007,1,1,320
8007,1,1,353
8007,1,1,402
8007,1,1,293
8007,1,1,289
8007,1,1,320
8007,1,1,336
8007,1,1,336
8007,1,1,320
8007,1,1,336
8007,1,1,353
8007,1,1,353
8007,1,1,304
8007,1,1,320
